id|drug_HOI_relationship|evidence_type|modality|evidence_source_code_id|statistic value|evidence_linkout|statistic_type
23153|19096595-36110678|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ww|COUNT
23154|19096595-36110708|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wx|COUNT
23155|19096595-36211065|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wy|COUNT
23156|19096595-35506461|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wz|COUNT
23157|19096595-36110584|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7x0|COUNT
23158|19096595-36211183|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7x1|COUNT
23159|19096595-35406429|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7x2|COUNT
23160|19096595-36718205|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7x3|COUNT
23161|19096595-36516779|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7x4|COUNT
23162|19096595-35708154|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7x5|COUNT
23163|19096595-37219810|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7x6|COUNT
23164|19096595-36918861|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7x7|COUNT
23165|19096595-35104826|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7x8|COUNT
23166|19096595-36315507|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7x9|COUNT
23167|19096595-36110782|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xa|COUNT
23168|19096595-35104161|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xb|COUNT
23169|19096595-35809139|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xc|COUNT
23170|19096595-36110933|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xd|COUNT
23171|19096595-37622518|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xe|COUNT
23172|19096595-36919037|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xf|COUNT
23173|19096595-35406382|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xg|COUNT
23174|19096595-35809054|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xh|COUNT
23175|19096595-35708202|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xi|COUNT
23176|19096595-35506460|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xj|COUNT
23177|19096595-36111011|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xk|COUNT
23178|19096595-35809072|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xl|COUNT
23179|19096595-36110918|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xm|COUNT
23180|19096595-37320154|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xn|COUNT
23181|19096595-35809386|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xo|COUNT
23182|19096595-36009703|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xp|COUNT
23183|19033681-37320197|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xq|COUNT
23184|19033681-36718395|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xr|COUNT
23185|19033681-35205240|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xs|COUNT
23186|19033681-37622449|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xt|COUNT
23187|19033681-36516837|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xu|COUNT
23188|19033681-36718132|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xv|COUNT
23189|19033681-35205025|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xw|COUNT
23190|19033681-37219907|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xx|COUNT
23191|19033681-36919183|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xy|COUNT
23192|19033681-36311782|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7xz|COUNT
23193|19033681-35708154|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7y0|COUNT
23194|19033681-35809082|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7y1|COUNT
23195|19033681-36516812|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7y2|COUNT
23196|19033681-35708603|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7y3|COUNT
23197|19033681-36516833|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7y4|COUNT
23198|19033681-35607265|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7y5|COUNT
23199|19033681-35708279|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7y6|COUNT
23200|19033681-35809079|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7y7|COUNT
23201|19033681-35104088|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7y8|COUNT
23202|19033681-35708208|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7y9|COUNT
23203|19033681-35104181|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ya|COUNT
23204|19033681-37019456|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yb|COUNT
23205|19033681-36516808|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yc|COUNT
23206|19033681-35708153|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yd|COUNT
23207|19033681-36718321|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ye|COUNT
23208|19033681-35205037|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yf|COUNT
23209|19033681-36110597|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yg|COUNT
23210|19033681-37320257|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yh|COUNT
23211|19033681-35204952|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yi|COUNT
23212|19033681-35708093|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yj|COUNT
23213|19033681-36718301|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yk|COUNT
23214|19033681-35809133|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yl|COUNT
23215|19033681-35708050|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ym|COUNT
23216|19033681-37320212|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yn|COUNT
23217|19033681-36919194|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yo|COUNT
23218|19033681-36110015|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yp|COUNT
23219|19033681-36718379|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yq|COUNT
23220|19033681-35205189|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yr|COUNT
23221|19033681-37119539|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ys|COUNT
23222|19033681-36311779|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yt|COUNT
23223|19033681-36110335|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yu|COUNT
23224|19033681-35809225|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yv|COUNT
23225|19033681-35204953|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yw|COUNT
23226|19033681-35204928|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yx|COUNT
23227|19033681-37219922|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yy|COUNT
23228|19033681-35205181|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7yz|COUNT
23229|19033681-36718265|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7z0|COUNT
23230|19033681-35809054|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7z1|COUNT
23231|19033681-37320313|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7z2|COUNT
23232|19033681-35204909|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7z3|COUNT
23233|19033681-35607031|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7z4|COUNT
23234|19033681-35809076|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7z5|COUNT
23235|19033681-36516872|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7z6|COUNT
23236|19033681-37019450|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7z7|COUNT
23237|19033681-35204933|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7z8|COUNT
23238|19033681-36918942|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7z9|COUNT
23239|19033681-36516951|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7za|COUNT
23240|19033681-37622545|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zb|COUNT
23241|19033681-36416595|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zc|COUNT
23242|19033681-36009703|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zd|COUNT
23243|19033681-35406443|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ze|COUNT
23244|19033681-37320247|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zf|COUNT
23245|19033681-35406319|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zg|COUNT
23246|19033681-35406391|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zh|COUNT
23247|19033681-37622518|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zi|COUNT
23248|19033681-36718498|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zj|COUNT
23249|19033681-36416698|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zk|COUNT
23250|19033681-35708360|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zl|COUNT
23251|19033681-35205034|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zm|COUNT
23252|19033681-35708690|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zn|COUNT
23253|19033681-35809072|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zo|COUNT
23254|19033681-36918858|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zp|COUNT
23255|19033681-36919126|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zq|COUNT
23256|19033681-35204985|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zr|COUNT
23257|19033681-36211496|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zs|COUNT
23258|19033681-37219909|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zt|COUNT
23259|19033681-36110584|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zu|COUNT
23260|19033681-35708139|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zv|COUNT
23261|19033681-35607320|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zw|COUNT
23262|19033681-35205243|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zx|COUNT
23263|19033681-36718555|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zy|COUNT
23264|19033681-36313524|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7zz|COUNT
23265|19033681-37320254|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=800|COUNT
23266|19033681-35809134|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=801|COUNT
23267|19033681-35707869|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=802|COUNT
23268|19033681-36516876|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=803|COUNT
23269|19033681-35809130|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=804|COUNT
23270|19033681-35205180|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=805|COUNT
23271|19033681-35607485|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=806|COUNT
23272|19033681-36919207|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=807|COUNT
23273|19033681-35104691|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=808|COUNT
23274|19033681-35204976|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=809|COUNT
23275|19033681-36111047|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80a|COUNT
23276|19033681-35708730|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80b|COUNT
23277|19033681-35205185|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80c|COUNT
23278|19033681-37119628|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80d|COUNT
23279|19033681-37219834|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80e|COUNT
23280|19033681-35406392|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80f|COUNT
23281|19033681-35809138|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80g|COUNT
23282|19033681-36313534|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80h|COUNT
23283|19033681-36516957|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80i|COUNT
23284|19033681-37622529|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80j|COUNT
23285|19033681-36517149|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80k|COUNT
23286|19033681-36110736|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80l|COUNT
23287|19033681-36110708|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80m|COUNT
23288|19033681-36918860|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80n|COUNT
23289|19033681-35708202|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80o|COUNT
23290|19033681-37220008|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80p|COUNT
23291|19033681-35205281|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80q|COUNT
23292|19033681-36718141|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80r|COUNT
23293|19033681-36718180|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80s|COUNT
23294|19033681-35204948|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80t|COUNT
23295|19033681-36718239|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80u|COUNT
23296|19033681-35204998|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80v|COUNT
23297|19033681-37119492|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80w|COUNT
23298|19033681-36110704|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80x|COUNT
23299|19033681-35708100|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80y|COUNT
23300|19033681-35205038|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=80z|COUNT
23301|19033681-37622430|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=810|COUNT
23302|19126315-35808816|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=811|COUNT
23303|19126315-37320158|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=812|COUNT
23304|19126315-36110697|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=813|COUNT
23305|19126315-35809054|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=814|COUNT
23306|19126315-36315572|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=815|COUNT
23307|19126315-36718132|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=816|COUNT
23308|19126315-35708202|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=817|COUNT
23309|19126315-36110015|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=818|COUNT
23310|19126315-35808810|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=819|COUNT
23311|19126315-35808819|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81a|COUNT
23312|19126315-36009735|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81b|COUNT
23313|19126315-35708093|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81c|COUNT
23314|19126315-37320143|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81d|COUNT
23315|19126315-35808822|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81e|COUNT
23316|19126315-36110574|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81f|COUNT
23317|40221966-35708202|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81g|COUNT
23318|40221966-35205025|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81h|COUNT
23319|40221966-37320212|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81i|COUNT
23320|40221966-35104874|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81j|COUNT
23321|40221966-37320197|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81k|COUNT
23322|40221966-36718321|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81l|COUNT
23323|40221966-36211496|SPL_SPLICER|true|2|11|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81m|COUNT
23324|40221966-35104691|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81n|COUNT
23325|40221966-35506797|SPL_SPLICER|true|2|15|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81o|COUNT
23326|40221966-35708154|SPL_SPLICER|true|2|15|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81p|COUNT
23327|40221966-37219890|SPL_SPLICER|true|2|11|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81q|COUNT
23328|40221966-37119607|SPL_SPLICER|true|2|15|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81r|COUNT
23329|40221966-35205038|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81s|COUNT
23330|40221966-36718320|SPL_SPLICER|true|2|15|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81t|COUNT
23331|40221966-35708208|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81u|COUNT
23332|40221966-36718301|SPL_SPLICER|true|2|11|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81v|COUNT
23333|40221966-36919043|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81w|COUNT
23334|40221966-37019379|SPL_SPLICER|true|2|15|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81x|COUNT
23335|40221966-36211375|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81y|COUNT
23336|40221966-35708100|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=81z|COUNT
23337|40221966-36009711|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=820|COUNT
23338|40221966-36919047|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=821|COUNT
23339|40221966-37219894|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=822|COUNT
23340|40172167-35205272|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=823|COUNT
23341|40172167-36009711|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=824|COUNT
23342|40172167-35104074|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=825|COUNT
23343|40172167-35205037|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=826|COUNT
23344|40172167-35104868|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=827|COUNT
23345|40172167-36918918|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=828|COUNT
23346|40172167-36919149|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=829|COUNT
23347|40172167-35204948|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=82a|COUNT
23348|40172167-36416512|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=82b|COUNT
23349|40172167-36919069|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=82c|COUNT
23350|40172167-36009920|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=82d|COUNT
23351|40172167-36919036|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=82e|COUNT
23352|40172167-36311982|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=82f|COUNT
23353|40172167-36919059|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=82g|COUNT
23354|40172167-36918860|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=82h|COUNT
23355|40172167-36918942|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=82i|COUNT
23356|40172167-35607485|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=82j|COUNT
23357|40172167-35205025|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=82k|COUNT
23358|40172167-35708154|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=82l|COUNT
