16123992	Antineoplastic Combined Chemotherapy Protocols	D000971	Demyelinating Diseases	D003711	16123992	Case Reports	D002363
6972102	Contraceptives, Oral	D003276	Hemangioma	D006391	6972102	Case Reports	D002363
6972102	Contraceptives, Oral, Hormonal	D003278	Liver Neoplasms	D008113	6972102	Case Reports	D002363
6972102	Contraceptives, Oral, Hormonal	D003278	Jaundice	D007565	6972102	Case Reports	D002363
6972102	Contraceptives, Oral, Hormonal	D003278	Hemangioma	D006391	6972102	Case Reports	D002363
6972102	Troleandomycin	D014217	Liver Neoplasms	D008113	6972102	Case Reports	D002363
6972102	Troleandomycin	D014217	Jaundice	D007565	6972102	Case Reports	D002363
6972102	Troleandomycin	D014217	Hemangioma	D006391	6972102	Case Reports	D002363
7015644	Antineoplastic Agents	D000970	Leukopenia	D007970	7015644	Clinical Trial	D016430
7234284	Triamterene	D014223	Pancytopenia	D010198	7234284	Case Reports	D002363
7234395	Aminopyrine	D000632	Agranulocytosis	D000380	7234395	Case Reports	D002363
7234395	Aminopyrine	D000632	Agammaglobulinemia	D000361	7234395	Case Reports	D002363
7234395	Chloramphenicol	D002701	Agranulocytosis	D000380	7234395	Case Reports	D002363
7234395	Chloramphenicol	D002701	Agammaglobulinemia	D000361	7234395	Case Reports	D002363
7234452	Isoquinolines	D007546	Fever	D005334	7234452	Case Reports	D002363
7234452	Isoquinolines	D007546	Basal Ganglia Diseases	D001480	7234452	Case Reports	D002363
7234452	Isoquinolines	D007546	Autonomic Nervous System Diseases	D001342	7234452	Case Reports	D002363
7234452	Nomifensine	D009627	Fever	D005334	7234452	Case Reports	D002363
7234452	Nomifensine	D009627	Basal Ganglia Diseases	D001480	7234452	Case Reports	D002363
7234452	Nomifensine	D009627	Autonomic Nervous System Diseases	D001342	7234452	Case Reports	D002363
7234452	Pimozide	D010868	Fever	D005334	7234452	Case Reports	D002363
7234452	Pimozide	D010868	Basal Ganglia Diseases	D001480	7234452	Case Reports	D002363
7234452	Pimozide	D010868	Autonomic Nervous System Diseases	D001342	7234452	Case Reports	D002363
6112875	Sulfasalazine	D012460	Oligospermia	D009845	6112875	Case Reports	D002363
7235490	Gentamicins	D005839	Vasculitis, Leukocytoclastic, Cutaneous	D018366	7235490	Case Reports	D002363
7235499	Meprobamate	D008620	Pemphigus	D010392	7235499	Case Reports	D002363
7235499	Propranolol	D011433	Pemphigus	D010392	7235499	Case Reports	D002363
6940531	Naproxen	D009288	Ulcer	D014456	6940531	Case Reports	D002363
6940531	Naproxen	D009288	Neutropenia	D009503	6940531	Case Reports	D002363
6940531	Naproxen	D009288	Mouth Diseases	D009059	6940531	Case Reports	D002363
6940531	Naproxen	D009288	Agranulocytosis	D000380	6940531	Case Reports	D002363
7236174	Contrast Media	D003287	Anaphylaxis	D000707	7236174	Case Reports	D002363
7236425	Diuretics	D004232	Arrhythmias, Cardiac	D001145	7236425	Case Reports	D002363
7238352	Psyllium	D011620	Occupational Diseases	D009784	7238352	Case Reports	D002363
7238352	Psyllium	D011620	Asthma	D001249	7238352	Case Reports	D002363
6263762	Antineoplastic Agents	D000970	Nausea	D009325	6263762	Clinical Trial	D016430
7240988	Contraceptives, Oral	D003276	Ischemia	D007511	7240988	Case Reports	D002363
7240989	Heparin	D006493	Thrombocytopenia	D013921	7240989	Case Reports	D002363
7240989	Heparin	D006493	Hemorrhage	D006470	7240989	Case Reports	D002363
7240989	Heparin	D006493	Gangrene	D005734	7240989	Case Reports	D002363
6941008	Tetracycline	D013752	Tooth Discoloration	D014075	6941008	Case Reports	D002363
7017121	Benzodiazepines	D001569	Thrombophlebitis	D013924	7017121	Clinical Trial	D016430
7241441	Methohexital	D008723	Pain	D010146	7241441	Clinical Trial	D016430
7242932	Doxorubicin	D004317	Bundle-Branch Block	D002037	7242932	Case Reports	D002363
7243355	Ethynodiol Diacetate	D005040	Carcinoma, Basal Cell	D002280	7243355	Case Reports	D002363
7243355	Ethynodiol Diacetate	D005040	Breast Neoplasms	D001943	7243355	Case Reports	D002363
7243355	Mestranol	D008656	Carcinoma, Basal Cell	D002280	7243355	Case Reports	D002363
7243355	Mestranol	D008656	Breast Neoplasms	D001943	7243355	Case Reports	D002363
7243585	Cimetidine	D002927	Tachycardia	D013610	7243585	Case Reports	D002363
7243585	Dopamine	D004298	Tachycardia	D013610	7243585	Case Reports	D002363
7243585	Guanidines	D006146	Tachycardia	D013610	7243585	Case Reports	D002363
7243589	Contraceptives, Oral	D003276	Pancreatitis	D010195	7243589	Case Reports	D002363
7243589	Estrogens	D004967	Pancreatitis	D010195	7243589	Case Reports	D002363
6454166	Phenylenediamines	D010655	Dermatitis, Occupational	D009783	6454166	Case Reports	D002363
6454166	Rubber	D012408	Dermatitis, Occupational	D009783	6454166	Case Reports	D002363
7244516	Amphotericin B	D000666	Nephritis	D009393	7244516	Case Reports	D002363
7246909	Metformin	D008687	Acidosis	D000138	7246909	Case Reports	D002363
6941708	Anesthesia, Dental	D000766	Cognition Disorders	D003072	6941708	Case Reports	D002363
6941708	Anesthesia, Intravenous	D000771	Cognition Disorders	D003072	6941708	Case Reports	D002363
6941708	Diazepam	D003975	Cognition Disorders	D003072	6941708	Case Reports	D002363
7253942	Cetrimonium Compounds	D002593	Methemoglobinemia	D008708	7253942	Case Reports	D002363
7253942	Quaternary Ammonium Compounds	D000644	Methemoglobinemia	D008708	7253942	Case Reports	D002363
6942388	Chlorambucil	D002699	Leukemia, Myeloid, Acute	D015470	6942388	Case Reports	D002363
7255255	Adrenal Cortex Hormones	D000305	Diabetes Mellitus	D003920	7255255	Case Reports	D002363
7255255	Hormones	D006728	Diabetes Mellitus	D003920	7255255	Case Reports	D002363
7256015	Immunosuppressive Agents	D007166	Leishmaniasis, Visceral	D007898	7256015	Case Reports	D002363
7256887	Phenytoin	D010672	Lymphatic Diseases	D008206	7256887	Case Reports	D002363
7257098	Phenylbutazone	D010653	Thrombocytopenia	D013921	7257098	Case Reports	D002363
7257098	Phenylbutazone	D010653	Pancytopenia	D010198	7257098	Case Reports	D002363
7257098	Phenylbutazone	D010653	Dog Diseases	D004283	7257098	Case Reports	D002363
7257098	Phenylbutazone	D010653	Anemia	D000740	7257098	Case Reports	D002363
7258560	Ferric Compounds	D005290	Hemosiderosis	D006486	7258560	Case Reports	D002363
7258560	Hemostatics	D006490	Hemosiderosis	D006486	7258560	Case Reports	D002363
7258560	Iron	D007501	Hemosiderosis	D006486	7258560	Case Reports	D002363
7258560	Sulfates	D013431	Hemosiderosis	D006486	7258560	Case Reports	D002363
7258912	Nitrites	D009573	Urticaria	D014581	7258912	Case Reports	D002363
7258980	Betamethasone	D001623	Cushing Syndrome	D003480	7258980	Case Reports	D002363
7258980	Betamethasone	D001623	Adrenal Insufficiency	D000309	7258980	Case Reports	D002363
7260744	Antineoplastic Agents	D000970	Polycythemia Vera	D011087	7260744	Case Reports	D002363
6266628	Disulfiram	D004221	Peripheral Nervous System Diseases	D010523	6266628	Case Reports	D002363
7260761	Melphalan	D008558	Pulmonary Fibrosis	D011658	7260761	Case Reports	D002363
7260762	Metronidazole	D008795	Neutropenia	D009503	7260762	Case Reports	D002363
7260762	Metronidazole	D008795	Agranulocytosis	D000380	7260762	Case Reports	D002363
6167340	Thiopental	D013874	Anaphylaxis	D000707	6167340	Case Reports	D002363
7261462	Adhesives	D000269	Nail Diseases	D009260	7261462	Case Reports	D002363
7261462	Cosmetics	D003358	Nail Diseases	D009260	7261462	Case Reports	D002363
7261462	Resins, Synthetic	D012117	Nail Diseases	D009260	7261462	Case Reports	D002363
6455220	Hydroxyurea	D006918	Keratoderma, Palmoplantar	D007645	6455220	Case Reports	D002363
6455220	Hydroxyurea	D006918	Erythema	D004890	6455220	Case Reports	D002363
7021451	Haloperidol	D006220	Tremor	D014202	7021451	Clinical Trial	D016430
7021451	Haloperidol	D006220	Parkinson Disease, Secondary	D010302	7021451	Clinical Trial	D016430
7021452	Carbolines	D002243	Basal Ganglia Diseases	D001480	7021452	Clinical Trial	D016430
6973713	Contraceptives, Oral	D003276	Angina Pectoris	D000787	6973713	Case Reports	D002363
6973713	Contraceptives, Oral, Combined	D003277	Angina Pectoris	D000787	6973713	Case Reports	D002363
7267484	Contraceptives, Oral	D003276	Hypertension, Malignant	D006974	7267484	Case Reports	D002363
7267497	Anthracenes	D000873	Rectal Diseases	D012002	7267497	Case Reports	D002363
7267497	Anthracenes	D000873	Melanosis	D008548	7267497	Case Reports	D002363
7267500	Cathartics	D002400	Osteoarthropathy, Secondary Hypertrophic	D010005	7267500	Case Reports	D002363
7267500	Senna Extract	D012676	Osteoarthropathy, Secondary Hypertrophic	D010005	7267500	Case Reports	D002363
6791148	Gold Sodium Thiomalate	D006052	Enterocolitis, Pseudomembranous	D004761	6791148	Case Reports	D002363
7268676	Penicillamine	D010396	Pulmonary Eosinophilia	D011657	7268676	Case Reports	D002363
6943824	Silver Proteins	D012836	Occupational Diseases	D009784	6943824	Case Reports	D002363
6943824	Silver Proteins	D012836	Eye Diseases	D005128	6943824	Case Reports	D002363
7285156	Contraceptives, Oral	D003276	Otosclerosis	D010040	7285156	Case Reports	D002363
7285156	Contraceptives, Oral	D003276	Hearing Disorders	D006311	7285156	Case Reports	D002363
7285156	Contraceptives, Oral, Hormonal	D003278	Otosclerosis	D010040	7285156	Case Reports	D002363
7285156	Contraceptives, Oral, Hormonal	D003278	Hearing Disorders	D006311	7285156	Case Reports	D002363
7026638	Penicillamine	D010396	Pemphigus	D010392	7026638	Case Reports	D002363
7197455	Thalidomide	D013792	Ectromelia	D004480	7197455	Case Reports	D002363
7293816	Phenylbutazone	D010653	Nervous System Diseases	D009422	7293816	Case Reports	D002363
7293816	Phenylbutazone	D010653	Colic	D003085	7293816	Case Reports	D002363
7297261	Quinidine	D011802	Syncope	D013575	7297261	Case Reports	D002363
7297261	Quinidine	D011802	Respiratory Insufficiency	D012131	7297261	Case Reports	D002363
7297331	Antineoplastic Agents	D000970	Pulmonary Edema	D011654	7297331	Case Reports	D002363
7297944	Vincristine	D014750	Arrhythmias, Cardiac	D001145	7297944	Case Reports	D002363
6946039	Daunorubicin	D003630	Cardiomyopathies	D009202	6946039	Case Reports	D002363
7297948	Tetracycline	D013752	Ulcer	D014456	7297948	Case Reports	D002363
7297948	Tetracycline	D013752	Esophagitis	D004941	7297948	Case Reports	D002363
7297950	Propanolamines	D011412	Bradycardia	D001919	7297950	Case Reports	D002363
7297950	Timolol	D013999	Bradycardia	D001919	7297950	Case Reports	D002363
7028656	Loxapine	D008152	Dystonia	D004421	7028656	Clinical Trial	D016430
6117808	Glafenine	D005897	Kidney Calculi	D007669	6117808	Case Reports	D002363
7301028	Triamterene	D014223	Kidney Calculi	D007669	7301028	Case Reports	D002363
6795695	Valproic Acid	D014635	Consciousness Disorders	D003244	6795695	Case Reports	D002363
6795695	Valproic Acid	D014635	Confusion	D003221	6795695	Case Reports	D002363
6795695	Valproic Acid	D014635	Cognition Disorders	D003072	6795695	Case Reports	D002363
7313841	Vincristine	D014750	Myocardial Infarction	D009203	7313841	Case Reports	D002363
14531908	Antibodies, Monoclonal	D000911	Hematologic Diseases	D006402	14531908	Clinical Trial	D016430
14531908	Antineoplastic Combined Chemotherapy Protocols	D000971	Hematologic Diseases	D006402	14531908	Clinical Trial	D016430
14531908	Chlorambucil	D002699	Hematologic Diseases	D006402	14531908	Clinical Trial	D016430
14531924	Antisickling Agents	D000986	Leukemia, Promyelocytic, Acute	D015473	14531924	Case Reports	D002363
14531924	Hydroxyurea	D006918	Leukemia, Promyelocytic, Acute	D015473	14531924	Case Reports	D002363
14531880	Antimutagenic Agents	D016587	Lichen Planus, Oral	D017676	14531880	Case Reports	D002363
14531880	Cobalt	D003035	Lichen Planus, Oral	D017676	14531880	Case Reports	D002363
14531880	Denture, Partial	D003829	Lichen Planus, Oral	D017676	14531880	Case Reports	D002363
14531880	Irritants	D007509	Lichen Planus, Oral	D017676	14531880	Case Reports	D002363
14531880	Nickel	D009532	Lichen Planus, Oral	D017676	14531880	Case Reports	D002363
14531880	Potassium Dichromate	D011192	Lichen Planus, Oral	D017676	14531880	Case Reports	D002363
14533139	N-Methyl-3,4-methylenedioxyamphetamine	D018817	Memory Disorders	D008569	14533139	Case Reports	D002363
14532996	Dietary Fiber	D004043	Diarrhea	D003967	14532996	Clinical Trial	D016430
14532996	Dietary Fiber	D004043	Colic	D003085	14532996	Clinical Trial	D016430
14532996	Plant Preparations	D028321	Diarrhea	D003967	14532996	Clinical Trial	D016430
14532996	Plant Preparations	D028321	Colic	D003085	14532996	Clinical Trial	D016430
14531983	Fluoroquinolones	D024841	Hand Dermatoses	D006229	14531983	Case Reports	D002363
14531983	Fluoroquinolones	D024841	Facial Dermatoses	D005148	14531983	Case Reports	D002363
14531824	Anti-Obesity Agents	D019440	Kidney Failure, Chronic	D007676	14531824	Case Reports	D002363
14531824	Aristolochic Acids	D034341	Kidney Failure, Chronic	D007676	14531824	Case Reports	D002363
14533094	Botulinum Toxins	D001905	Botulism	D001906	14533094	Case Reports	D002363
14533094	Neuromuscular Agents	D009465	Botulism	D001906	14533094	Case Reports	D002363
14533836	Antimetabolites, Antineoplastic	D000964	Nail Diseases	D009260	14533836	Case Reports	D002363
14533836	Antimetabolites, Antineoplastic	D000964	Hyperpigmentation	D017495	14533836	Case Reports	D002363
14533836	Antimetabolites, Antineoplastic	D000964	Erythema	D004890	14533836	Case Reports	D002363
14533836	Deoxycytidine	D003841	Nail Diseases	D009260	14533836	Case Reports	D002363
14533836	Deoxycytidine	D003841	Hyperpigmentation	D017495	14533836	Case Reports	D002363
14533836	Deoxycytidine	D003841	Erythema	D004890	14533836	Case Reports	D002363
14533257	Anti-Bacterial Agents	D000900	Tooth Discoloration	D014075	14533257	Case Reports	D002363
14533445	Antineoplastic Agents, Phytogenic	D000972	Lacrimal Apparatus Diseases	D007766	14533445	Case Reports	D002363
14533445	Paclitaxel	D017239	Lacrimal Apparatus Diseases	D007766	14533445	Case Reports	D002363
14533463	Amiodarone	D000638	Cryptogenic Organizing Pneumonia	D018549	14533463	Case Reports	D002363
14533463	Anti-Arrhythmia Agents	D000889	Cryptogenic Organizing Pneumonia	D018549	14533463	Case Reports	D002363
14533998	Epoprostenol	D011464	Abdominal Pain	D015746	14533998	Case Reports	D002363
14533998	Vasodilator Agents	D014665	Abdominal Pain	D015746	14533998	Case Reports	D002363
12819941	Antineoplastic Agents, Phytogenic	D000972	Agranulocytosis	D000380	12819941	Clinical Trial	D016430
12819941	Camptothecin	D002166	Agranulocytosis	D000380	12819941	Clinical Trial	D016430
14534517	Morphine	D009020	Miosis	D015877	14534517	Clinical Trial	D016430
14534451	Hazardous Substances	D015386	Occupational Diseases	D009784	14534451	Case Reports	D002363
14534451	Hazardous Substances	D015386	Cognition Disorders	D003072	14534451	Case Reports	D002363
14534451	Occupational Exposure	D016273	Occupational Diseases	D009784	14534451	Case Reports	D002363
14534451	Occupational Exposure	D016273	Cognition Disorders	D003072	14534451	Case Reports	D002363
14534338	Contraceptives, Oral, Combined	D003277	Cardiovascular Diseases	D002318	14534338	Case Reports	D002363
14534338	Estrogens	D004967	Cardiovascular Diseases	D002318	14534338	Case Reports	D002363
14534338	Progestins	D011372	Cardiovascular Diseases	D002318	14534338	Case Reports	D002363
14535877	Anti-Inflammatory Agents, Non-Steroidal	D000894	Peptic Ulcer	D010437	14535877	Clinical Trial	D016430
14551508	Antiemetics	D000932	Vomiting	D014839	14551508	Clinical Trial	D016430
14551508	Antineoplastic Agents	D000970	Vomiting	D014839	14551508	Clinical Trial	D016430
14551508	Granisetron	D017829	Vomiting	D014839	14551508	Clinical Trial	D016430
14550686	Methadone	D008691	Bradycardia	D001919	14550686	Clinical Trial	D016430
14550686	Methadone	D008691	Anoxia	D000860	14550686	Clinical Trial	D016430
14550686	Narcotics	D009294	Bradycardia	D001919	14550686	Clinical Trial	D016430
14550686	Narcotics	D009294	Anoxia	D000860	14550686	Clinical Trial	D016430
12963697	Camptothecin	D002166	Peripheral Nervous System Diseases	D010523	12963697	Clinical Trial	D016430
12963697	Camptothecin	D002166	Neutropenia	D009503	12963697	Clinical Trial	D016430
12963697	Fluorouracil	D005472	Peripheral Nervous System Diseases	D010523	12963697	Clinical Trial	D016430
12963697	Fluorouracil	D005472	Neutropenia	D009503	12963697	Clinical Trial	D016430
12963697	Leucovorin	D002955	Peripheral Nervous System Diseases	D010523	12963697	Clinical Trial	D016430
12963697	Leucovorin	D002955	Neutropenia	D009503	12963697	Clinical Trial	D016430
12963697	Organoplatinum Compounds	D009944	Peripheral Nervous System Diseases	D010523	12963697	Clinical Trial	D016430
12963697	Organoplatinum Compounds	D009944	Neutropenia	D009503	12963697	Clinical Trial	D016430
14551299	Antineoplastic Combined Chemotherapy Protocols	D000971	Neutropenia	D009503	14551299	Clinical Trial	D016430
14551299	Cisplatin	D002945	Neutropenia	D009503	14551299	Clinical Trial	D016430
14551299	Doxorubicin	D004317	Neutropenia	D009503	14551299	Clinical Trial	D016430
14550817	Glucocorticoids	D005938	Postoperative Complications	D011183	14550817	Clinical Trial	D016430
14550817	Glucocorticoids	D005938	Osteoporosis	D010024	14550817	Clinical Trial	D016430
14550817	Immunosuppressive Agents	D007166	Postoperative Complications	D011183	14550817	Clinical Trial	D016430
14550817	Immunosuppressive Agents	D007166	Osteoporosis	D010024	14550817	Clinical Trial	D016430
14551366	Mineralocorticoid Receptor Antagonists	D000451	Hyperkalemia	D006947	14551366	Clinical Trial	D016430
14551366	Spironolactone	D013148	Hyperkalemia	D006947	14551366	Clinical Trial	D016430
14551367	Mineralocorticoid Receptor Antagonists	D000451	Hyperkalemia	D006947	14551367	Clinical Trial	D016430
14551367	Spironolactone	D013148	Hyperkalemia	D006947	14551367	Clinical Trial	D016430
14551368	Bicarbonates	D001639	Alkalosis	D000471	14551368	Clinical Trial	D016430
14551368	Hemodialysis Solutions	D015312	Alkalosis	D000471	14551368	Clinical Trial	D016430
14551377	Antithyroid Agents	D013956	Glomerulonephritis	D005921	14551377	Case Reports	D002363
14551377	Thiouracil	D013889	Glomerulonephritis	D005921	14551377	Case Reports	D002363
14551695	Contrast Media	D003287	Hemiplegia	D006429	14551695	Case Reports	D002363
14551695	Contrast Media	D003287	Brain Edema	D001929	14551695	Case Reports	D002363
14551695	Contrast Media	D003287	Aphasia	D001037	14551695	Case Reports	D002363
14551695	Coronary Angiography	D017023	Hemiplegia	D006429	14551695	Case Reports	D002363
14551695	Coronary Angiography	D017023	Brain Edema	D001929	14551695	Case Reports	D002363
